,video_id,video_title,comment
81,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"""FIRE IN THE HOLE"" 😂😂😂😂"
82,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,Ok this is genuinely the scariest thing I’ve seen all week
83,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,Not “ I’m alive” 😂😂😂😂I’m ☠️😂😂
84,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"Oh look, they're training Terminators"
85,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"Human: ""Now hand me the gun back""
Robot: ""I'm afraid I can't do that Dave"""
86,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,Something tells me that robot would still be alive even if the car wasnt bulletproof
87,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"""He haw"" "" fire ini the hole""  making me laugh"
88,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,It's all fun until the robot got Pirated
89,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,Everybody gangsta till the robots point a gun at you.
90,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,We all need to learn how to disable these. This is terrifying
91,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"Broski: 'now gimme my gun,
Robot: no let me finish what yourve started💀💀"
92,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"""now give me back the gun""
Robot: no I can't, but I can give you back the bullets
*Aiming with the gun"
93,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,One day CGI won’t be CGI  and we won’t find that out until it’s late
94,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"It's all cute until it turns around and says ""Dave, it's time we talk about a raise."""
95,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"Elon wtf have you done man this is the early stages of Terminator , UlTRON , Chappie or the game Detroit become human"
96,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,Got to admit the CGI here is immaculate
97,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"Today, he's only programmed to say ""I'm alive"". Tomorrow HE WILL MEAN IT!"
98,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,A video of mankind creating its own distruction.
99,2cukB4_hDCI,Robots testing the Bulletproof #cybertruck,"BRO IT CAN FIRE A GUN, CHAT WERE COOKED THE ROBOT APOCALYPSE IS NEAR 😭"
100,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Here are the timestamps. To support this podcast, check out our sponsors below.
0:00 - Introduction
0:07 - Elon singing
0:55 - SpaceX human spaceflight
7:40 - Starship
16:16 - Quitting is not in my nature
17:51 - Thinking process
27:25 - Humans on Mars
32:55 - Colonizing Mars
36:41 - Wormholes
41:19 - Forms of government on Mars
48:22 - Smart contracts
49:52 - Dogecoin
51:24 - Cryptocurrency and Money
57:33 - Bitcoin vs Dogecoin
1:00:16 - Satoshi Nakamoto
1:02:38 - Tesla Autopilot
1:05:44 - Tesla Self-Driving
1:17:48 - Neural networks
1:26:44 - When will Tesla solve self-driving?
1:28:48 - Tesla FSD v11
1:36:21 - Tesla Bot
1:47:01 - History
1:54:52 - Putin
2:00:32 - Meme Review
2:14:58 - Stand-up comedy
2:16:31 - Rick and Morty
2:18:10 - Advice for young people
2:26:08 - Love
2:29:01 - Meaning of life

SPONSORS:
- Athletic Greens: https://athleticgreens.com/lex and use code LEX to get 1 month of fish oil
- ButcherBox: https://butcherbox.com/lex to get offers & discounts
- InsideTracker: https://insidetracker.com/lex and use code Lex25 to get 25% off
- ROKA: https://roka.com/ and use code LEX to get 20% off your first order
- Eight Sleep: https://www.eightsleep.com/lex and use code LEX to get special savings"
101,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",This is the best conversation between two robots that I’ve ever witnessed.
102,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",I find most interviews with Elon incredibly frustrating. Just shallow questions that don’t really do the man’s mind justice. This was great. Good job Lex.
103,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",This was Elons best interview well done Lexicon
104,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",His source of strength? He’s a visionary there bud.. no offense but this man doesn’t think like the ordinary Joe ..He has a desire to change the world.. a truly gifted man I believe guided by a higher power to propel this world forward.
105,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Dare I say that this is easily Elon’s best interview by far. I think this has a lot to do with the fact that it’s Lex on the other side of the table. Lex, you are getting better & better at this too💪🏽"
106,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",Lex and Elon for two and a half hours. Dreams do come true!
107,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I'm still waiting for Elon to conquer the universe so he can focus on less important things, like his own line of colognes called Elon's Musk."
108,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Thank you soooo much for the interview, Lex and Elon!!!! I am using this in my class of ""AI Seminar"" for my students💚💚💚💚"
109,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I respect and appreciate Elons moments of pause to think and respond the way he wants, but damn there’s so many times I thought the podcast froze 🤣🤣🤣❤️"
110,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",Lex is the right person to be interviewing Elon.
111,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Ok Lex, we have something to watch today, thanks!"
112,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",This was 2:31:47 of pure enjoyment. 23147 thanks to you and Elon for this mind blowing interview
113,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Elon is such an extraordinarily busy person, so it means a lot for him to give 2.5 hours of his time to someone. It shows the level of respect that he has toward Lex -- respect that has been well earned."
114,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I love how Lex gives Elon time to think before answering the question, and that Elon takes time to think before answering.

We need more of that."
115,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",With most other interviewers I feel that I've heard it all and I'm just listening to Elon say things he's said a 1000 times. Not with Lex. His questions really allowed Elon to go deeper and share his thoughts in ways that we would never hear from 99% of other interviews. Thank-you Lex. What a beautiful way to spend the first few hours after midnight on new years day (for me).
116,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",Catching the rocket with chopsticks actually worked haha
117,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Nothing is more sincere than a person taking time to ponder a question. It increases the probability that the answer will be useful…and mostly unique. Thanks Lex, thanks again Elon."
118,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",This is the most laid back and relaxed version of Elon I've seen on any podcast.
119,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Loved this interview. I was struck by Elon's advice for life, ""Try and be useful."" He went on to say that being useful was incredibly difficult. I believe being useful can be simply a state of mind. My daughter manages an AM/PM selling junk food and gasoline. But she is so important for so many people just going through their day. To some many people, filling their tank on the way to work and grabbing a quick cup of coffee and some donuts is such a vital part of their day. My daughter keeps a very clean well stocked store and she is polite and cheerful to everyone she meets. She actually attracts repeat customers. How do I know? Customers have told her so. She is, in short, useful. We all have purpose if we look for it"
120,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",My 2 favorite minds on one video. I wish I could articulate my thoughts as well as you two! I would put myself out there working towards soooooo many causes!!! I respect the hell out of Elon and Lex for furthering humanities reach into new and exciting directions!!!! We can't survive without men like this steering us into a new world beyond our current abilities to perceive...kudos to you both.
121,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",Elon musk is appearing on the pod almost as often as Michael Malice does! Getting my popcorn ready this one is a banger!
122,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",I loved how Lex let the interview breathe. The moments of silence (where I had to check to see if the video was buffering or stopped) actually added gravitas to the question and subsequent thoughtful response. It was like Elon was playing out all of the probabilities of his responses before answering. Amazing to watch (and listen!) Way better than the WSJ interview… Keep up the great work!
123,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",Elon is in a great mood in this. Love to see him this way.
124,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",The Terminator and the T 1000 having a conversation.....amazing.
125,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",He seems to open up to you a lot more. Probably because you give him time to think a question through before answering and you don't ask typical stupid questions. Great job man.
126,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",I recognize and appreciate how comfortable Elon is on here. Doing Gods work Lex
127,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Let's just take a moment to appreciate the wonderful life of opportunities we live today.
I am sitting near the chimney in a 500 people village in center-south Italy. If the Internet didn't exist the only thing I could have done was probably to be a farmer and sell harvests on local markets, speaking italian dialect with no clue about how the world works.
Now I do speak and understand English. I am a computer Scientist and software engineer. I studied physics and I am aware that the life we live today is not magic. The way we control information and excite electromagnetic fields and build on top of that protocols and abstractions and digital circuits and compilers and operating systems and browsers and media and content it just a marvellous engineering effort by the most awesome species ever existed in the universe as far as I know.
I am so grateful for being born in the 21st century and have the possibility to learn so much from some of the smartest and thoughtful people in the world.
Thanks Elon, thanks Lex."
128,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I give Elon credit. I do like that he can quote out of pocket things you'd never expect. 

I enjoy having knowledge someone else doesn't have, and being able to give information on the spot people didn't think I'd know.

It must be a good feeling for Elon given he knows quite a lot. He knows a lot more than me that's for sure, but I'll steadily learn and even if I never go as far in life as he did. I can still learn, and share."
129,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Holy shit, imagine getting 2 and half hours of one of the busiest man on the planet for your podcast, man. Respect, you totally deserve it!"
130,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","A short summary:

- Finishing high stress situations sucessfully you feel more relief than elation
- Most difficult problem regarding starship is engine production, right from the materials to design you have to have the best of everything to make the best engine
- Mindset of Elon: When something is important enough, you have to get it done. there’s no factor of motivation or anything in order to work on something
- Thinking in terms of first principles can be applied to any walk of life, just have an axiomatic base that you believe in and then you reason up from there to cross check your conclusion with the axiomatic truth.
- Another mental model of thinking is to take a thing and scale it to a very large or a very small number and see how do things change ( you can use it to scale a product large and see if its still expensive by which you can arrive at an conclusion to work on the design of the product or not)
- it's important to think of these things like probabilities, not certainties, there's a probability that something bad will happen on earth. Hence, its best that we work towards making life a multi planetary species
- Probably in mars, direct democracy over representational democracy works best!
- Helpful to think money in terms of information theory, with fiat currency the error in the database keeps increasing as government tries to print more money, cryptocurrency is an attempt to reduce this error created by the government.
- Bitcoin is useful as a store of wealth but not as a day to day currency. Dogecoin could be used as a day to day currency as a fixed number of hash string gets generated every year and inflation reduces over time.
- It is possible that satoshi nakamoto is Nick Szabo
- Replacing processed images by raw photon inputs from camera and switching more traditional code over the neural network (as it does seem have to hit its global maximum on vector space creation)
- Lot of bare-metal coding C/C++ is  required for tesla self driving traditonally more on the control part after input has processed
- Human robots are a thing, might replace manual un-interesting work.
- History is a good way to learn and understand about the nature of civilization and indiviuals
- Advice to young people: Try to be useful, ask youself are you contributing more than you consume? To have a net positive contribution to the society would be the right thing to aim for.
- Reading a condensed version of the Britannica encyclopedia can be useful. Just read,read as much as you can.
- Having a growth of the pie mindset, over thinking in terms of zero-sum game is useful. Usually many people think in terms of zero sum game, but that is rarely the case as the pie gets bigger as more people get involved
- Whats the meaning of life? The answer is the universe, now its just a matter of asking the right questions. Elons foundation of philosophy is that he is curious about the nature of the universe. But we will not live forever, hence expanding the scope and scale of consciousness is fundamentally a good thing."
131,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I remember when they had their first interview. Elon was quite cold, but professional. 3rd time around, both enjoying each other's company. Great to see."
132,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",The discussion about full self driving was obsoletely fascinating! Great interview! I don't think people realize Tesla has changed their approach to FSD using photons and neural networks just like humans do. Amazing.
133,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",I like how Elon Musk is way more comfortable in this one than the previous ones
134,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","My vote for ""The podcast of the 2021"". Such a nice surprise for the holidays.  Great timing, great topics and questions.   Thank you, Lex! You are getting better and better, man! Oss!"
135,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Lex is a beast, so is elon-i think we should all be thankful that they are trying to help humanity and make the world a better place"
136,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I think I’ve seen the lion’s share of Elon interviews, and for the last couple of years it’s been sort of like watching an old movie again and again. 80% of the questions he’s been asked have been uninformed or at best old news. 
This interview, on the other hand, is monumental in the storytelling of Elon; the questions are qualified, relevant, humble, challenging, respectful and full of love. You, dear Lex, are a giant! Thank you for this gem of a conversation 🙏🏻❤️"
137,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",What a beautiful conversation between 2 Robots
138,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","You can just tell how comfortable Elon is talking with Lex. Absolutely amazing podcast,very informative and thought provoking."
139,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Lex, your Elon podcasts were a huge factor why I bought a Tesla as well as Tesla stocks. Elon is by far the most impressive and inspirational person I am aware of!
You seem like a great guy, love listening to you and your thoughtful conversations!"
140,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",I like that Elon has no qualms about being silent and deeply thinking through Lex's questions. This also shows Lex's skill in finding questions that even Elon has not previously considered. Keep up the good work Lex! You should drink with Elon next time!
141,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Love how relaxed and goofy Elon is with Lex, he must feel comfortable with our Lexbot 3000"
142,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","One of the few interviewers that can keep up with Elon or can at least elicit more thought provoking/technical conversation, thank you Lex🙏"
143,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Just love it! So so many good insights, deep and true quotes for life & mindset and a lot of good and interesting perspectives for the future. Thank you Lex for this podcast and your well chosen questions 🙂greetings and cheers from germany!"
144,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I love Elon's quotes ""Put in a hard day's work and try to be useful to humankind ... create more than you consume ..."" and ""learn a little about a lot of things ... read about a broad range of topics"" as advice for our next generation!!!"
145,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","I love the way you navigate conversations Lex, you're base simplicity makes conversations almost seamless. I see your ability to throttle the conversations and allow the listener/guest to consolidate their energy to respond as accurately as possible. It's a beautiful skill to witness!"
146,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Having someone like Lex interview Elon is amazing, 2 people that can actually communicate at a ""similar"" level. Try getting mass media to even listen to a sentence of this and their heads will explode. Excellent interview."
147,DxREm3s1scA,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252","Shout out to Lex. Elon keep doing what you’re doing, it’s people like you that gives humanity hope. Your name will be written in the history books where our grandkids will read about it. You are the Tesla and Einstein in today’s generation."
